user_id,activityLoop_id,interactionTime
28505,4,"2017-08-22 20:09:09"
28352,4,"2017-08-22 20:09:27"
28505,4,"2017-08-22 20:10:17"
28610,4,"2017-08-22 20:12:39"
28610,4,"2017-08-22 20:13:51"
28505,4,"2017-08-22 20:14:11"
28610,9,"2017-08-22 20:15:00"
28610,4,"2017-08-22 20:15:01"
28505,9,"2017-08-22 20:15:03"
28505,4,"2017-08-22 20:15:04"
28642,4,"2017-08-22 20:15:21"
28610,4,"2017-08-22 20:15:45"
28505,4,"2017-08-22 20:16:45"
28642,4,"2017-08-22 20:20:55"
28505,4,"2017-08-22 20:21:57"
28601,4,"2017-08-22 20:22:03"
28505,4,"2017-08-22 20:24:31"
28505,4,"2017-08-22 20:26:33"
28505,9,"2017-08-22 20:26:45"
28505,1,"2017-08-22 20:26:46"
28505,4,"2017-08-22 20:26:46"
28642,5,"2017-08-22 20:26:47"
28505,4,"2017-08-22 20:29:42"
28505,4,"2017-08-22 20:30:29"
28505,9,"2017-08-22 20:31:26"
28505,4,"2017-08-22 20:31:27"
28505,4,"2017-08-22 20:31:56"
28610,16,"2017-08-22 20:32:11"
28505,4,"2017-08-22 20:32:49"
28610,4,"2017-08-22 20:33:57"
28505,9,"2017-08-22 20:34:21"
28505,1,"2017-08-22 20:34:22"
28505,4,"2017-08-22 20:34:22"
28610,4,"2017-08-22 20:34:55"
28610,9,"2017-08-22 20:35:30"
28610,4,"2017-08-22 20:35:31"
28505,9,"2017-08-22 20:36:07"
28505,14,"2017-08-22 20:36:07"
28505,4,"2017-08-22 20:36:08"
28610,4,"2017-08-22 20:36:57"
28610,4,"2017-08-22 20:40:52"
28610,4,"2017-08-22 20:41:03"
28505,4,"2017-08-22 20:42:00"
28505,4,"2017-08-22 20:42:39"
28610,4,"2017-08-22 20:42:47"
28610,9,"2017-08-22 20:43:04"
28610,4,"2017-08-22 20:43:05"
28610,4,"2017-08-22 20:44:57"
28505,4,"2017-08-22 20:45:25"
28505,2,"2017-08-22 20:45:25"
28505,20,"2017-08-22 20:45:25"
28610,1,"2017-08-22 20:46:30"
28610,4,"2017-08-22 20:46:30"
28610,4,"2017-08-22 20:47:20"
28505,4,"2017-08-22 20:47:33"
28610,4,"2017-08-22 20:48:46"
28610,4,"2017-08-22 20:49:25"
28610,9,"2017-08-22 20:49:44"
28610,4,"2017-08-22 20:49:45"
28610,2,"2017-08-22 20:49:45"
28610,20,"2017-08-22 20:49:45"
28610,4,"2017-08-22 20:50:21"
28505,4,"2017-08-22 20:50:27"
28505,3,"2017-08-22 20:50:27"
28505,21,"2017-08-22 20:50:27"
28610,4,"2017-08-22 20:56:54"
28610,4,"2017-08-22 20:57:25"
28601,4,"2017-08-22 21:12:03"
28601,4,"2017-08-22 21:16:10"
28601,3,"2017-08-22 21:16:10"
28601,21,"2017-08-22 21:16:10"
28601,4,"2017-08-22 21:20:05"
28601,4,"2017-08-22 21:25:52"
28601,9,"2017-08-22 21:29:51"
28601,4,"2017-08-22 21:29:52"
28601,4,"2017-08-22 21:32:11"
28601,4,"2017-08-22 21:33:04"
28601,4,"2017-08-22 21:36:46"
28601,1,"2017-08-22 21:39:52"
28601,4,"2017-08-22 21:39:52"
28578,9,"2017-08-22 21:41:15"
28578,4,"2017-08-22 21:41:16"
28578,4,"2017-08-22 21:43:07"
28578,1,"2017-08-22 21:43:36"
28578,4,"2017-08-22 21:43:36"
28601,4,"2017-08-22 21:44:03"
28601,4,"2017-08-22 21:45:15"
28578,4,"2017-08-22 21:45:58"
28578,4,"2017-08-22 21:48:13"
28601,4,"2017-08-22 21:49:23"
28601,2,"2017-08-22 21:49:23"
28578,4,"2017-08-22 21:52:51"
28601,4,"2017-08-22 21:53:09"
28601,4,"2017-08-22 21:53:56"
28578,4,"2017-08-22 21:54:25"
28578,2,"2017-08-22 21:54:25"
28578,20,"2017-08-22 21:54:25"
28578,4,"2017-08-22 21:56:31"
28601,4,"2017-08-22 21:56:34"
28601,4,"2017-08-22 21:57:31"
28578,9,"2017-08-22 21:57:56"
28578,4,"2017-08-22 21:57:57"
28578,3,"2017-08-22 21:57:57"
28578,21,"2017-08-22 21:57:57"
28601,4,"2017-08-22 21:58:46"
28601,3,"2017-08-22 21:58:46"
28578,4,"2017-08-22 22:00:20"
28578,4,"2017-08-22 22:02:18"
28578,9,"2017-08-22 22:03:43"
28578,4,"2017-08-22 22:03:44"
28578,4,"2017-08-22 22:05:01"
28578,1,"2017-08-22 22:06:59"
28578,4,"2017-08-22 22:06:59"
28578,4,"2017-08-22 22:08:39"
28578,4,"2017-08-22 22:09:33"
28578,4,"2017-08-22 22:11:06"
28578,2,"2017-08-22 22:11:06"
28578,4,"2017-08-22 22:12:20"
28578,4,"2017-08-22 22:13:35"
28578,3,"2017-08-22 22:13:35"
28642,4,"2017-08-22 22:16:45"
28663,4,"2017-08-22 22:32:27"
28663,4,"2017-08-22 22:35:32"
28663,4,"2017-08-22 22:37:04"
28663,9,"2017-08-22 22:37:18"
28663,4,"2017-08-22 22:39:38"
28657,4,"2017-08-22 22:43:19"
28578,4,"2017-08-22 23:32:50"
28578,4,"2017-08-22 23:36:15"
28578,5,"2017-08-22 23:36:28"
28578,9,"2017-08-22 23:37:00"
28578,4,"2017-08-22 23:37:00"
28578,4,"2017-08-22 23:39:08"
28578,4,"2017-08-22 23:41:16"
28578,4,"2017-08-22 23:48:30"
28578,9,"2017-08-22 23:48:50"
28578,4,"2017-08-22 23:48:51"
28578,4,"2017-08-22 23:52:04"
28578,4,"2017-08-22 23:55:49"
28578,9,"2017-08-22 23:58:56"
28578,1,"2017-08-22 23:58:57"
28578,4,"2017-08-22 23:58:57"
28578,4,"2017-08-23 00:02:14"
28601,4,"2017-08-23 05:54:39"
28601,9,"2017-08-23 05:56:36"
28601,4,"2017-08-23 05:56:36"
28601,4,"2017-08-23 06:00:40"
28521,4,"2017-08-23 06:22:41"
28521,9,"2017-08-23 06:37:13"
28521,4,"2017-08-23 06:37:13"
28521,4,"2017-08-23 06:40:18"
28562,9,"2017-08-23 06:44:20"
28562,4,"2017-08-23 06:44:20"
28562,4,"2017-08-23 06:45:40"
28562,4,"2017-08-23 06:47:00"
28562,9,"2017-08-23 06:47:29"
28562,1,"2017-08-23 06:47:30"
28562,4,"2017-08-23 06:47:30"
28521,4,"2017-08-23 06:47:31"
28521,9,"2017-08-23 06:48:24"
28521,4,"2017-08-23 06:48:25"
28562,4,"2017-08-23 06:48:45"
28562,4,"2017-08-23 06:51:04"
28562,4,"2017-08-23 06:52:51"
28562,4,"2017-08-23 06:54:33"
28562,4,"2017-08-23 06:55:05"
28562,4,"2017-08-23 06:55:22"
28562,2,"2017-08-23 06:55:22"
28562,20,"2017-08-23 06:55:22"
28521,4,"2017-08-23 06:58:56"
28554,4,"2017-08-23 06:59:56"
28562,4,"2017-08-23 07:00:16"
28554,4,"2017-08-23 07:02:20"
28562,16,"2017-08-23 07:06:26"
28604,4,"2017-08-23 07:10:35"
28554,4,"2017-08-23 07:13:02"
28554,1,"2017-08-23 07:14:21"
28554,4,"2017-08-23 07:14:21"
28604,4,"2017-08-23 07:15:30"
28554,4,"2017-08-23 07:17:10"
28604,9,"2017-08-23 07:17:43"
28604,4,"2017-08-23 07:17:43"
28604,4,"2017-08-23 07:20:36"
28604,4,"2017-08-23 07:21:43"
28604,4,"2017-08-23 07:23:49"
28554,4,"2017-08-23 07:26:19"
28604,1,"2017-08-23 07:27:23"
28604,4,"2017-08-23 07:27:23"
28578,4,"2017-08-23 07:32:36"
28604,4,"2017-08-23 07:33:40"
28604,4,"2017-08-23 07:36:28"
28578,4,"2017-08-23 07:36:33"
28578,9,"2017-08-23 07:38:17"
28578,4,"2017-08-23 07:38:18"
28578,4,"2017-08-23 07:38:36"
28604,4,"2017-08-23 07:38:46"
28604,2,"2017-08-23 07:38:46"
28578,4,"2017-08-23 07:40:02"
28578,1,"2017-08-23 07:41:44"
28578,14,"2017-08-23 07:41:44"
28578,4,"2017-08-23 07:41:44"
28604,4,"2017-08-23 07:45:43"
28604,4,"2017-08-23 07:46:35"
28604,3,"2017-08-23 07:46:35"
28554,4,"2017-08-23 08:18:36"
28554,5,"2017-08-23 08:19:43"
28554,4,"2017-08-23 08:20:52"
28554,9,"2017-08-23 08:23:05"
28554,4,"2017-08-23 08:23:06"
28554,4,"2017-08-23 08:23:59"
28562,4,"2017-08-23 08:24:17"
28554,4,"2017-08-23 08:24:45"
28554,5,"2017-08-23 08:24:53"
28562,5,"2017-08-23 08:26:41"
28562,4,"2017-08-23 08:29:59"
28554,4,"2017-08-23 08:32:36"
28554,4,"2017-08-23 08:34:58"
28554,4,"2017-08-23 08:37:30"
28554,9,"2017-08-23 08:38:08"
28554,4,"2017-08-23 08:40:56"
28581,4,"2017-08-23 08:42:10"
28581,4,"2017-08-23 08:45:06"
28581,9,"2017-08-23 08:45:53"
28581,4,"2017-08-23 08:45:54"
28554,4,"2017-08-23 08:46:01"
28554,4,"2017-08-23 08:58:02"
28554,4,"2017-08-23 08:58:17"
28554,5,"2017-08-23 09:01:59"
28554,4,"2017-08-23 09:02:23"
28554,9,"2017-08-23 09:03:37"
28554,4,"2017-08-23 09:11:05"
28006,4,"2017-08-23 09:13:44"
28006,4,"2017-08-23 09:14:54"
28006,9,"2017-08-23 09:16:01"
28006,4,"2017-08-23 09:16:02"
28021,4,"2017-08-23 09:16:39"
28554,4,"2017-08-23 09:17:07"
28554,4,"2017-08-23 09:18:15"
28554,9,"2017-08-23 09:18:52"
28554,4,"2017-08-23 09:18:53"
28021,5,"2017-08-23 09:18:57"
28135,4,"2017-08-23 09:19:23"
28135,4,"2017-08-23 09:20:01"
28135,9,"2017-08-23 09:20:23"
28014,4,"2017-08-23 09:20:34"
28025,4,"2017-08-23 09:20:36"
28014,4,"2017-08-23 09:20:59"
28125,4,"2017-08-23 09:21:04"
28014,9,"2017-08-23 09:21:22"
28014,4,"2017-08-23 09:21:23"
33120,4,"2017-08-23 09:21:24"
28125,4,"2017-08-23 09:21:27"
28006,4,"2017-08-23 09:21:36"
28014,4,"2017-08-23 09:22:17"
33120,4,"2017-08-23 09:22:28"
28135,4,"2017-08-23 09:22:54"
28125,4,"2017-08-23 09:24:16"
28554,4,"2017-08-23 09:24:32"
28120,4,"2017-08-23 09:25:37"
28120,4,"2017-08-23 09:25:48"
28120,9,"2017-08-23 09:26:00"
28120,4,"2017-08-23 09:26:01"
28120,4,"2017-08-23 09:26:24"
28017,4,"2017-08-23 09:27:09"
28040,4,"2017-08-23 09:27:19"
28014,4,"2017-08-23 09:27:30"
28554,4,"2017-08-23 09:28:12"
28115,4,"2017-08-23 09:28:21"
28115,4,"2017-08-23 09:28:31"
28017,4,"2017-08-23 09:28:34"
28021,4,"2017-08-23 09:30:00"
28014,4,"2017-08-23 09:30:11"
28135,4,"2017-08-23 09:30:12"
28115,4,"2017-08-23 09:31:10"
28040,4,"2017-08-23 09:31:30"
28554,9,"2017-08-23 09:31:41"
28554,4,"2017-08-23 09:31:42"
28119,4,"2017-08-23 09:31:48"
28035,4,"2017-08-23 09:31:58"
28119,4,"2017-08-23 09:32:20"
28125,4,"2017-08-23 09:32:23"
28119,9,"2017-08-23 09:32:43"
28119,4,"2017-08-23 09:32:44"
28014,4,"2017-08-23 09:33:08"
28554,1,"2017-08-23 09:33:12"
28554,14,"2017-08-23 09:33:12"
28554,4,"2017-08-23 09:33:12"
28120,4,"2017-08-23 09:33:16"
28115,4,"2017-08-23 09:33:53"
28135,4,"2017-08-23 09:34:17"
28014,4,"2017-08-23 09:34:29"
28124,4,"2017-08-23 09:34:47"
28014,9,"2017-08-23 09:34:56"
28014,4,"2017-08-23 09:34:56"
28017,4,"2017-08-23 09:34:58"
28125,9,"2017-08-23 09:35:02"
28125,4,"2017-08-23 09:35:03"
28017,9,"2017-08-23 09:35:24"
28115,9,"2017-08-23 09:35:31"
28115,4,"2017-08-23 09:35:32"
28119,4,"2017-08-23 09:35:57"
28040,4,"2017-08-23 09:36:05"
28120,9,"2017-08-23 09:36:05"
28120,4,"2017-08-23 09:36:06"
28135,4,"2017-08-23 09:36:08"
28014,4,"2017-08-23 09:36:19"
28035,4,"2017-08-23 09:37:34"
28014,4,"2017-08-23 09:37:45"
28135,9,"2017-08-23 09:37:46"
28135,4,"2017-08-23 09:37:47"
28025,4,"2017-08-23 09:38:00"
28119,4,"2017-08-23 09:39:04"
28025,9,"2017-08-23 09:39:07"
28025,4,"2017-08-23 09:39:08"
28014,9,"2017-08-23 09:39:30"
28014,4,"2017-08-23 09:39:31"
28021,4,"2017-08-23 09:39:47"
28021,9,"2017-08-23 09:40:00"
28021,4,"2017-08-23 09:40:00"
28115,4,"2017-08-23 09:40:07"
28025,4,"2017-08-23 09:40:08"
28021,4,"2017-08-23 09:40:13"
28014,1,"2017-08-23 09:40:27"
28014,4,"2017-08-23 09:40:27"
28115,4,"2017-08-23 09:40:41"
28119,4,"2017-08-23 09:40:50"
28119,9,"2017-08-23 09:41:10"
28119,4,"2017-08-23 09:41:11"
28135,4,"2017-08-23 09:41:23"
28119,5,"2017-08-23 09:42:53"
28014,4,"2017-08-23 09:43:06"
28119,4,"2017-08-23 09:43:39"
28017,4,"2017-08-23 09:44:10"
28120,4,"2017-08-23 09:44:32"
28505,4,"2017-08-23 09:44:38"
28119,4,"2017-08-23 09:44:47"
28135,4,"2017-08-23 09:45:16"
28119,1,"2017-08-23 09:45:42"
28119,4,"2017-08-23 09:45:42"
28125,4,"2017-08-23 09:45:54"
28012,4,"2017-08-23 09:46:42"
28035,4,"2017-08-23 09:46:47"
28135,9,"2017-08-23 09:46:53"
28135,4,"2017-08-23 09:46:54"
28040,4,"2017-08-23 09:46:56"
28119,4,"2017-08-23 09:47:20"
28014,4,"2017-08-23 09:47:32"
28040,4,"2017-08-23 09:47:37"
28040,9,"2017-08-23 09:48:01"
28040,4,"2017-08-23 09:48:02"
28125,4,"2017-08-23 09:48:37"
28120,4,"2017-08-23 09:48:42"
28014,4,"2017-08-23 09:48:58"
28014,2,"2017-08-23 09:48:58"
28014,20,"2017-08-23 09:48:58"
28135,4,"2017-08-23 09:49:12"
28119,4,"2017-08-23 09:49:23"
28119,4,"2017-08-23 09:49:39"
28035,9,"2017-08-23 09:49:50"
28035,4,"2017-08-23 09:49:51"
28120,9,"2017-08-23 09:50:35"
28120,4,"2017-08-23 09:50:36"
28125,9,"2017-08-23 09:50:45"
28125,4,"2017-08-23 09:50:46"
28505,4,"2017-08-23 09:51:03"
28021,4,"2017-08-23 09:51:36"
28021,4,"2017-08-23 09:52:02"
28119,4,"2017-08-23 09:52:06"
28135,4,"2017-08-23 09:52:09"
28120,4,"2017-08-23 09:52:26"
28115,4,"2017-08-23 09:52:33"
28135,9,"2017-08-23 09:52:44"
28135,4,"2017-08-23 09:52:44"
28119,4,"2017-08-23 09:52:54"
28119,4,"2017-08-23 09:53:23"
28119,2,"2017-08-23 09:53:23"
28119,20,"2017-08-23 09:53:23"
28021,4,"2017-08-23 09:54:04"
28014,4,"2017-08-23 09:54:30"
28562,4,"2017-08-23 09:54:32"
28505,9,"2017-08-23 09:54:54"
28505,4,"2017-08-23 09:54:54"
28017,4,"2017-08-23 09:54:57"
28135,1,"2017-08-23 09:55:11"
28135,4,"2017-08-23 09:55:11"
28119,4,"2017-08-23 09:55:48"
28562,4,"2017-08-23 09:55:52"
28017,4,"2017-08-23 09:56:02"
28012,4,"2017-08-23 09:56:05"
28006,4,"2017-08-23 09:56:07"
28120,4,"2017-08-23 09:56:12"
28017,9,"2017-08-23 09:56:13"
28017,4,"2017-08-23 09:56:14"
28562,9,"2017-08-23 09:56:25"
28562,4,"2017-08-23 09:56:26"
28119,4,"2017-08-23 09:56:37"
28119,3,"2017-08-23 09:56:37"
28119,21,"2017-08-23 09:56:37"
28040,4,"2017-08-23 09:56:38"
28006,9,"2017-08-23 09:56:48"
28006,4,"2017-08-23 09:56:49"
28562,4,"2017-08-23 09:57:05"
28040,4,"2017-08-23 09:57:30"
28115,4,"2017-08-23 09:57:56"
28562,4,"2017-08-23 09:58:04"
28006,4,"2017-08-23 09:58:08"
28021,1,"2017-08-23 09:58:13"
28021,4,"2017-08-23 09:58:13"
28014,4,"2017-08-23 09:58:31"
28554,4,"2017-08-23 09:58:35"
28119,4,"2017-08-23 09:58:38"
28115,9,"2017-08-23 09:59:10"
28115,4,"2017-08-23 09:59:11"
28040,4,"2017-08-23 09:59:14"
28119,4,"2017-08-23 09:59:29"
28135,4,"2017-08-23 10:00:46"
28554,4,"2017-08-23 10:01:37"
28554,9,"2017-08-23 10:01:48"
28554,4,"2017-08-23 10:01:48"
28125,4,"2017-08-23 10:02:16"
28119,4,"2017-08-23 10:02:45"
28562,4,"2017-08-23 10:02:57"
28119,9,"2017-08-23 10:03:09"
28562,4,"2017-08-23 10:03:22"
28125,4,"2017-08-23 10:03:23"
28554,4,"2017-08-23 10:03:39"
28124,4,"2017-08-23 10:03:40"
28124,4,"2017-08-23 10:04:32"
28017,4,"2017-08-23 10:04:32"
28120,4,"2017-08-23 10:04:35"
28135,4,"2017-08-23 10:04:40"
28115,4,"2017-08-23 10:04:57"
28120,4,"2017-08-23 10:05:06"
28049,4,"2017-08-23 10:05:24"
28115,4,"2017-08-23 10:05:26"
28115,9,"2017-08-23 10:05:44"
28115,1,"2017-08-23 10:05:45"
28115,4,"2017-08-23 10:05:45"
28049,5,"2017-08-23 10:06:05"
28135,4,"2017-08-23 10:06:18"
28125,4,"2017-08-23 10:06:29"
28119,4,"2017-08-23 10:06:50"
28135,4,"2017-08-23 10:07:14"
28135,2,"2017-08-23 10:07:14"
28135,20,"2017-08-23 10:07:14"
28119,4,"2017-08-23 10:07:18"
28120,9,"2017-08-23 10:07:24"
28120,4,"2017-08-23 10:07:25"
28115,4,"2017-08-23 10:07:28"
28589,4,"2017-08-23 10:07:50"
28119,4,"2017-08-23 10:07:55"
28119,4,"2017-08-23 10:08:36"
28125,4,"2017-08-23 10:08:42"
28006,4,"2017-08-23 10:08:49"
28124,9,"2017-08-23 10:08:59"
28124,4,"2017-08-23 10:09:00"
28119,4,"2017-08-23 10:09:11"
28120,4,"2017-08-23 10:09:33"
28119,1,"2017-08-23 10:09:52"
28119,4,"2017-08-23 10:09:52"
28115,4,"2017-08-23 10:10:30"
28135,4,"2017-08-23 10:10:49"
28119,4,"2017-08-23 10:11:13"
28120,4,"2017-08-23 10:11:24"
28135,4,"2017-08-23 10:11:27"
28135,3,"2017-08-23 10:11:27"
28135,21,"2017-08-23 10:11:27"
28125,4,"2017-08-23 10:11:28"
28589,9,"2017-08-23 10:11:33"
28589,4,"2017-08-23 10:11:33"
28125,9,"2017-08-23 10:11:38"
28125,4,"2017-08-23 10:11:39"
28119,4,"2017-08-23 10:11:51"
28115,4,"2017-08-23 10:12:06"
28115,2,"2017-08-23 10:12:07"
28115,20,"2017-08-23 10:12:07"
28006,4,"2017-08-23 10:12:16"
28119,4,"2017-08-23 10:12:59"
28119,2,"2017-08-23 10:12:59"
28014,4,"2017-08-23 10:13:00"
28123,4,"2017-08-23 10:13:01"
28124,4,"2017-08-23 10:13:10"
28589,4,"2017-08-23 10:13:19"
28125,4,"2017-08-23 10:13:19"
28123,4,"2017-08-23 10:13:32"
28006,9,"2017-08-23 10:13:48"
28006,4,"2017-08-23 10:13:49"
28120,4,"2017-08-23 10:14:04"
28006,4,"2017-08-23 10:14:22"
28135,4,"2017-08-23 10:14:29"
28125,4,"2017-08-23 10:14:35"
28589,4,"2017-08-23 10:14:46"
28014,9,"2017-08-23 10:14:56"
28014,4,"2017-08-23 10:14:57"
28014,4,"2017-08-23 10:15:37"
28040,9,"2017-08-23 10:15:42"
28040,4,"2017-08-23 10:15:43"
28589,9,"2017-08-23 10:15:52"
28589,4,"2017-08-23 10:15:52"
28021,4,"2017-08-23 10:15:53"
28119,4,"2017-08-23 10:15:59"
